SECTION_ID,WEEKDAY_NAME,BLOCK_NAME,ROOM
100701-30,Wednesday,Period 10 (US),US Learning Center
100701-30,Thursday,Period 2 (US),US Learning Center
100701-40,Monday,Period 9 (US),US Learning Center
100701-40,Wednesday,Period 3 (US),US Learning Center
100701-40,Thursday,Period 9 (US),US Learning Center
100702-10,Monday,Period 4 (US),US Learning Center
100702-10,Wednesday,Period 6 (US),US Learning Center
100702-20,Wednesday,Period 4 (US),US Learning Center
100702-30,Monday,Period 2 (US),US Learning Center
100702-30,Thursday,Period 2 (US),US Learning Center
101000-10,Monday,Period 7 (US),US Classroom 703
101000-10,Tuesday,Period 10 (US),US Classroom 602
101000-10,Thursday,Period 5 (US),US Classroom 302
101000-10,Friday,Period 1 (US),US Classroom 507
101000-30,Monday,Period 2 (US),US Classroom 602
101000-30,Tuesday,Period 6 (US),US Classroom 307
101000-30,Wednesday,Period 10 (US),US Classroom 307
101000-30,Thursday,Period 2 (US),US Classroom 305
101000-40,Monday,Period 9 (US),US Classroom 303 Math
101000-40,Tuesday,Period 8 (US),US Classroom 304
101000-40,Wednesday,Period 3 (US),US Classroom 602
101000-40,Thursday,Period 9 (US),US Classroom 602
101001-30,Monday,Period 2 (US),US Classroom 305
101001-30,Tuesday,Period 6 (US),US Classroom 306
101001-30,Wednesday,Period 10 (US),US Classroom 504 Bio Lab
101001-30,Thursday,Period 2 (US),US Classroom 504 Bio Lab
101004-20,Monday,Period 6 (US),US Classroom 307
101004-20,Wednesday,Period 7 (US),US Classroom 307
101004-20,Thursday,Period 6 (US),US Classroom 307
101004-20,Friday,Period 2 (US),US Classroom 307
101004-40,Monday,Period 9 (US),US Classroom 307
101004-40,Tuesday,Period 8 (US),US Classroom 307
101004-40,Wednesday,Period 3 (US),US Classroom 307
101004-40,Thursday,Period 9 (US),US Classroom 307
102000-10,Monday,Period 7 (US),US Classroom 301
102000-10,Tuesday,Period 10 (US),US Classroom 301
102000-10,Thursday,Period 5 (US),US Classroom 301
102000-10,Friday,Period 1 (US),US Classroom 301
102000-20,Monday,Period 6 (US),US Classroom 604
102000-20,Wednesday,Period 7 (US),US Classroom 604
102000-20,Thursday,Period 6 (US),US Classroom 604
102000-20,Friday,Period 2 (US),US Classroom 604
102000-25,Monday,Period 6 (US),US Classroom 501
102000-25,Wednesday,Period 7 (US),US Classroom 501
102000-25,Thursday,Period 6 (US),US Classroom 501
102000-25,Friday,Period 2 (US),US Classroom 501
102000-30,Monday,Period 2 (US),US Classroom 604
102000-30,Tuesday,Period 6 (US),US Classroom 604
102000-30,Wednesday,Period 10 (US),US Classroom 604
102000-30,Thursday,Period 2 (US),US Classroom 604
102000-35,Monday,Period 2 (US),US Classroom 301
102000-35,Tuesday,Period 6 (US),US Classroom 301
102000-35,Wednesday,Period 10 (US),US Classroom 301
102000-35,Thursday,Period 2 (US),US Classroom 301
102000-40,Monday,Period 9 (US),US Classroom 604
102000-40,Tuesday,Period 8 (US),US Classroom 604
102000-40,Wednesday,Period 3 (US),US Classroom 604
102000-40,Thursday,Period 9 (US),US Classroom 604
103033-40,Monday,Period 9 (US),US Classroom 507
103033-40,Wednesday,Period 3 (US),US Classroom 507
103033-40,Thursday,Period 9 (US),US Classroom 507
103034-20,Monday,Period 6 (US),US Classroom 507
103034-20,Thursday,Period 6 (US),US Classroom 507
103034-20,Friday,Period 2 (US),US Classroom 507
103041-10,Monday,Period 7 (US),US Classroom 306
103041-10,Thursday,Period 5 (US),US Classroom 306
103041-10,Friday,Period 1 (US),US Classroom 306
103043-20,Wednesday,Period 7 (US),US Classroom 506
103043-20,Thursday,Period 6 (US),US Classroom 506
103043-20,Friday,Period 2 (US),US Classroom 506
103044-30,Monday,Period 2 (US),US Classroom 306
103044-30,Wednesday,Period 10 (US),US Classroom 306
103044-30,Thursday,Period 2 (US),US Classroom 306
103044-40,Monday,Period 9 (US),US Classroom 306
103044-40,Tuesday,Period 8 (US),US Classroom 306
103044-40,Thursday,Period 9 (US),US Classroom 306
104009-10,Monday,Period 5 (US),US Classroom 305
104009-10,Tuesday,Period 2 (US),US Classroom 506
104009-10,Wednesday,Period 5 (US),US Classroom 301
104009-10,Friday,Period 6 (US),US Classroom 401
104010-20,Monday,Period 5 (US),US SC-Seminar
104010-20,Tuesday,Period 2 (US),US SC-Seminar
104010-20,Wednesday,Period 5 (US),US SC-Seminar
104010-20,Friday,Period 6 (US),US SC-Seminar
104011-10,Monday,Period 1 (US),US Classroom 503 Chem Lab
104011-10,Tuesday,Period 7 (US),US Classroom 401
104011-10,Wednesday,Period 1 (US),US Classroom 305
104011-10,Friday,Period 3 (US),US Classroom 304
104011-20,Monday,Period 5 (US),US Classroom 604
104011-20,Tuesday,Period 2 (US),US Classroom 503 Chem Lab
104011-20,Wednesday,Period 5 (US),US Classroom 304
104011-20,Friday,Period 6 (US),US Classroom 304
104012-10,Monday,Period 1 (US),US Classroom 303 Math
104012-10,Tuesday,Period 7 (US),US Classroom 303 Math
104012-10,Wednesday,Period 1 (US),US Classroom 303 Math
104012-10,Friday,Period 3 (US),US Classroom 303 Math
104012-20,Monday,Period 5 (US),US Classroom 303 Math
104012-20,Tuesday,Period 2 (US),US Classroom 303 Math
104012-20,Wednesday,Period 5 (US),US Classroom 303 Math
104012-20,Friday,Period 6 (US),US Classroom 303 Math
104013-10,Monday,Period 1 (US),US Classroom 603 Math
104013-10,Tuesday,Period 7 (US),US Classroom 603 Math
104013-10,Wednesday,Period 1 (US),US Classroom 603 Math
104013-10,Friday,Period 3 (US),US Classroom 603 Math
104013-20,Monday,Period 5 (US),US Classroom 603 Math
104013-20,Tuesday,Period 2 (US),US Classroom 606 Math
104013-20,Wednesday,Period 5 (US),US Classroom 606 Math
104013-20,Friday,Period 6 (US),US Classroom 606 Math
104018-10,Monday,Period 1 (US),US SC-Seminar
104018-10,Tuesday,Period 7 (US),US Classroom 606 Math
104018-10,Wednesday,Period 1 (US),US Classroom 606 Math
104018-10,Friday,Period 3 (US),US Classroom 606 Math
105001-10,Monday,Period 7 (US),US Classroom 503 Chem Lab
105001-10,Tuesday,Period 10 (US),US Classroom 504 Bio Lab
105001-10,Thursday,Period 5 (US),US Classroom 503 Chem Lab
105001-10,Friday,Period 1 (US),US Classroom 503 Chem Lab
105001-20,Monday,Period 6 (US),US Classroom 503 Chem Lab
105001-20,Wednesday,Period 7 (US),US Classroom 503 Chem Lab
105001-20,Thursday,Period 6 (US),US Classroom 503 Chem Lab
105001-20,Friday,Period 2 (US),US Classroom 503 Chem Lab
105002-30,Monday,Period 2 (US),US Classroom 504 Bio Lab
105002-30,Tuesday,Period 6 (US),US Classroom 503 Chem Lab
105002-30,Wednesday,Period 10 (US),US Classroom 503 Chem Lab
105002-30,Thursday,Period 2 (US),US Classroom 503 Chem Lab
105002-40,Monday,Period 9 (US),US Classroom 503 Chem Lab
105002-40,Tuesday,Period 8 (US),US Classroom 503 Chem Lab
105002-40,Wednesday,Period 3 (US),US Classroom 503 Chem Lab
105002-40,Thursday,Period 9 (US),US Classroom 504 Bio Lab
105003-40,Monday,Period 9 (US),US Classroom 504 Bio Lab
105003-40,Tuesday,Period 8 (US),US Classroom 504 Bio Lab
105003-40,Wednesday,Period 3 (US),US Classroom 504 Bio Lab
105003-40,Thursday,Period 9 (US),US Classroom 503 Chem Lab
105011-10,Monday,Period 7 (US),US Classroom 501
105011-10,Tuesday,Period 10 (US),US Classroom 503 Chem Lab
105011-10,Thursday,Period 5 (US),US Classroom 504 Bio Lab
105011-10,Friday,Period 1 (US),US Classroom 504 Bio Lab
105011-20,Monday,Period 6 (US),US Classroom 502 Phys Lab
105011-20,Wednesday,Period 7 (US),US Classroom 504 Bio Lab
105011-20,Thursday,Period 6 (US),US Classroom 502 Phys Lab
105011-20,Friday,Period 2 (US),US Classroom 504 Bio Lab
105400-10,Tuesday,Period 7 (US),US Classroom 704 Computer
105400-10,Friday,Period 3 (US),US Classroom 704 Computer
105400-20,Tuesday,Period 2 (US),US Classroom 704 Computer
105400-20,Friday,Period 6 (US),US Classroom 704 Computer
105400-30,Monday,Period 1 (US),US Classroom 704 Computer
105400-30,Wednesday,Period 1 (US),US Classroom 704 Computer
105404-10,Monday,Period 1 (US),US Classroom 703
105404-10,Wednesday,Period 1 (US),US Classroom 703
105404-20,Tuesday,Period 2 (US),US Classroom 703
105404-20,Friday,Period 6 (US),US Classroom 703
105404-30,Tuesday,Period 7 (US),US Classroom 703
105404-30,Friday,Period 3 (US),US Classroom 703
105404-40,Monday,Period 5 (US),US Classroom 703
105404-40,Wednesday,Period 5 (US),US Classroom 703
106001-10,Monday,Period 3 (US),US Classroom 305
106001-10,Tuesday,Period 1 (US),US Classroom 305
106001-10,Wednesday,Period 9 (US),US Classroom 305
106001-10,Thursday,Period 7 (US),US Classroom 305
106002-10,Monday,Period 3 (US),US Classroom 602
106002-10,Tuesday,Period 1 (US),US Classroom 506
106002-10,Wednesday,Period 9 (US),US Classroom 606 Math
106002-10,Thursday,Period 7 (US),US Classroom 603 Math
106002-20,Monday,Period 3 (US),US Classroom 401
106002-20,Tuesday,Period 1 (US),US Classroom 401
106002-20,Wednesday,Period 9 (US),US Classroom 401
106002-20,Thursday,Period 7 (US),US Classroom 401
106411-10,Monday,Period 10 (US),US Classroom 305
106411-10,Tuesday,Period 5 (US),US Classroom 305
106411-10,Wednesday,Period 2 (US),US Classroom 601
106411-10,Thursday,Period 3 (US),US Classroom 305
106413-10,Monday,Period 10 (US),US Classroom 603 Math
106413-10,Tuesday,Period 5 (US),US Classroom 603 Math
106413-10,Wednesday,Period 2 (US),US Classroom 702 Music
106413-10,Thursday,Period 3 (US),US Classroom 302
106413-20,Monday,Period 10 (US),US Classroom 606 Math
106413-20,Tuesday,Period 5 (US),US Classroom 601
106413-20,Wednesday,Period 2 (US),US Classroom 504 Bio Lab
106413-20,Thursday,Period 3 (US),US Classroom 601
107000-10,Monday,Period 10 (US),US Library
107000-10,Tuesday,Period 5 (US),US Library
107000-10,Wednesday,Period 2 (US),US Library
107000-10,Thursday,Period 3 (US),US Library
107000-10,Friday,Period 4 (US),US Library
107001-10,Monday,Period 10 (US),US Classroom 401
107001-10,Tuesday,Period 5 (US),US Classroom 602
107001-10,Wednesday,Period 2 (US),US Classroom 201 Beit Midrash
107001-10,Thursday,Period 3 (US),US Classroom 506
107001-10,Friday,Period 4 (US),US Classroom 305
107002-10,Monday,Period 10 (US),US Classroom 602
107002-10,Tuesday,Period 5 (US),US Classroom 304
107002-10,Wednesday,Period 2 (US),US Classroom 604
107002-10,Thursday,Period 3 (US),US Classroom 301
107002-10,Friday,Period 4 (US),US Classroom 306
107002-20,Monday,Period 10 (US),US Classroom 601
107002-20,Tuesday,Period 5 (US),US Classroom 301
107002-20,Wednesday,Period 2 (US),US Classroom 301
107002-20,Thursday,Period 3 (US),US Classroom 604
107002-20,Friday,Period 4 (US),US Classroom 307
107013-10,Monday,Period 3 (US),US Classroom 601
107013-10,Tuesday,Period 3 (US),US Classroom 601
107013-10,Wednesday,Period 9 (US),US Classroom 601
107013-10,Thursday,Period 8 (US),US Classroom 601
107013-20,Monday,Period 3 (US),US Classroom 502 Phys Lab
107013-20,Tuesday,Period 3 (US),US Classroom 301
107013-20,Wednesday,Period 9 (US),US Classroom 501
107013-20,Thursday,Period 8 (US),US Classroom 704 Computer
107013-30,Monday,Period 3 (US),US Classroom 603 Math
107013-30,Tuesday,Period 3 (US),US SC-Seminar
107013-30,Wednesday,Period 9 (US),US Classroom 603 Math
107013-30,Thursday,Period 8 (US),US Classroom 201 Beit Midrash
108013-10,Tuesday,Period 3 (US),US Classroom 307
108013-10,Thursday,Period 8 (US),US Classroom 603 Math
108013-20,Tuesday,Period 3 (US),US Classroom 305
108013-20,Thursday,Period 8 (US),US Classroom 606 Math
108013-30,Tuesday,Period 3 (US),US Classroom 302
108013-30,Thursday,Period 8 (US),US Classroom 304
108013-40,Tuesday,Period 1 (US),US Classroom 306
108013-40,Thursday,Period 7 (US),US Classroom 504 Bio Lab
108013-40,Friday,Period 5 (US),US Classroom 302
108013-50,Tuesday,Period 1 (US),US Classroom 704 Computer
108013-50,Thursday,Period 7 (US),US Classroom 606 Math
108013-50,Friday,Period 5 (US),US Classroom 306
108013-60,Tuesday,Period 1 (US),US Classroom 303 Math
108013-60,Thursday,Period 7 (US),US Classroom 304
108013-60,Friday,Period 5 (US),US Classroom 305
109001-10,Monday,Period 8 (US),US Classroom 304
109001-10,Wednesday,Period 8 (US),US Classroom 303 Math
109001-10,Thursday,Period 10 (US),US Classroom 301
109002-10,Monday,Period 8 (US),US Classroom 401
109002-10,Wednesday,Period 8 (US),US Classroom 304
109002-10,Thursday,Period 10 (US),US Classroom 306
109002-20,Monday,Period 8 (US),US Classroom 406
109002-20,Wednesday,Period 8 (US),US Classroom 406
109002-20,Thursday,Period 10 (US),US Classroom 401
109003-40,Tuesday,Period 9 (US),US Classroom 406
109003-40,Wednesday,Period 6 (US),US Classroom 406
109003-40,Thursday,Period 1 (US),US Classroom 406
109003-50,Tuesday,Period 9 (US),US Classroom 304
109003-50,Wednesday,Period 6 (US),US Classroom 304
109003-50,Thursday,Period 1 (US),US Classroom 304
109014-60,Tuesday,Period 9 (US),US Classroom 401
109014-60,Wednesday,Period 6 (US),US Classroom 401
109014-60,Thursday,Period 1 (US),US Classroom 506
110070-10,Wednesday,Period 4 (US),US Gymnasium - Boys
110070-20,Wednesday,Period 10 (US),US Gymnasium - Boys
110070-30,Wednesday,Period 4 (US),US Gymnasium - Boys
110070-40,Wednesday,Period 10 (US),US Gymnasium - Boys
110080-10,Wednesday,Period 4 (US),US Gymnasium - Girls
110080-20,Wednesday,Period 10 (US),US Gymnasium - Girls
110080-30,Wednesday,Period 4 (US),US Gymnasium - Girls
110080-40,Wednesday,Period 10 (US),US Gymnasium - Girls
110101-10,Monday,Period 9 (US),US Classroom 705 Art
110101-10,Tuesday,Period 1 (US),US Classroom 705 Art
110101-10,Wednesday,Period 3 (US),US Classroom 705 Art
110101-10,Thursday,Period 9 (US),US Classroom 705 Art
110170-10,Monday,Period 2 (US),US Classroom 705 Art
110170-10,Thursday,Period 2 (US),US Classroom 705 Art
110170-20,Monday,Period 8 (US),US Classroom 705 Art
110170-20,Thursday,Period 4 (US),US Classroom 705 Art
110170-30,Tuesday,Period 5 (US),US Classroom 705 Art
110170-30,Friday,Period 2 (US),US Classroom 705 Art
110170-40,Tuesday,Period 9 (US),US Classroom 705 Art
110170-40,Friday,Period 5 (US),US Classroom 705 Art
110270-10,Monday,Period 2 (US),US Classroom 702 Music
110270-10,Thursday,Period 2 (US),US Classroom 702 Music
110270-20,Monday,Period 8 (US),US Classroom 702 Music
110270-20,Thursday,Period 4 (US),US Classroom 702 Music
110270-30,Tuesday,Period 5 (US),US Classroom 702 Music
110270-30,Friday,Period 2 (US),US Classroom 702 Music
110270-40,Tuesday,Period 9 (US),US Classroom 702 Music
110270-40,Friday,Period 5 (US),US Classroom 702 Music
110370-10,Wednesday,Period 4 (US),US Classroom 306
110370-20,Wednesday,Period 10 (US),US Classroom 406
110370-30,Wednesday,Period 4 (US),US Classroom 306
110370-40,Wednesday,Period 10 (US),US Classroom 406
110701-10,Monday,Period 9 (US),US Learning Center
110701-10,Tuesday,Period 1 (US),US Learning Center
110701-10,Thursday,Period 9 (US),US Learning Center
110701-30,Monday,Period 4 (US),US Learning Center
110701-30,Tuesday,Period 7 (US),US Learning Center
110701-30,Wednesday,Period 9 (US),US Learning Center
110701-40,Monday,Period 1 (US),US Learning Center
110701-40,Wednesday,Period 1 (US),US Learning Center
110701-40,Friday,Period 6 (US),US Learning Center
110806-10,Monday,Period 2 (US),US Classroom 307
110806-10,Thursday,Period 2 (US),US Classroom 307
110810-10,Tuesday,Period 5 (US),US Auditorium
110810-10,Friday,Period 2 (US),US Auditorium
111000-15,Monday,Period 9 (US),US Classroom 302
111000-15,Tuesday,Period 1 (US),US Classroom 304
111000-15,Wednesday,Period 3 (US),US Classroom 303 Math
111000-15,Thursday,Period 9 (US),US Classroom 303 Math
111000-20,Monday,Period 10 (US),US Classroom 303 Math
111000-20,Tuesday,Period 2 (US),US Classroom 602
111000-20,Wednesday,Period 7 (US),US Classroom 507
111000-20,Thursday,Period 7 (US),US Classroom 704 Computer
111000-30,Monday,Period 4 (US),US Classroom 602
111000-30,Tuesday,Period 7 (US),US Classroom 307
111000-30,Wednesday,Period 9 (US),US Classroom 307
111000-30,Thursday,Period 8 (US),US Classroom 602
111000-40,Monday,Period 1 (US),US Classroom 307
111000-40,Wednesday,Period 1 (US),US Classroom 307
111000-40,Thursday,Period 5 (US),US Classroom 307
111000-40,Friday,Period 6 (US),US Classroom 307
111001-20,Monday,Period 10 (US),US Classroom 302
111001-20,Tuesday,Period 2 (US),US Classroom 304
111001-20,Wednesday,Period 7 (US),US Classroom 303 Math
111001-20,Thursday,Period 7 (US),US Classroom 303 Math
112010-10,Monday,Period 9 (US),US Classroom 301
112010-10,Tuesday,Period 1 (US),US Classroom 301
112010-10,Wednesday,Period 3 (US),US Classroom 301
112010-10,Thursday,Period 9 (US),US Classroom 301
112010-15,Monday,Period 9 (US),US Classroom 304
112010-15,Tuesday,Period 1 (US),US Classroom 603 Math
112010-15,Wednesday,Period 3 (US),US Classroom 501
112010-15,Thursday,Period 9 (US),US Classroom 302
112010-20,Monday,Period 10 (US),US Classroom 301
112010-20,Tuesday,Period 2 (US),US Classroom 301
112010-20,Wednesday,Period 7 (US),US Classroom 301
112010-20,Thursday,Period 7 (US),US Classroom 301
112010-25,Monday,Period 10 (US),US Classroom 304
112010-25,Tuesday,Period 2 (US),US Classroom 603 Math
112010-25,Wednesday,Period 7 (US),US Classroom 304
112010-25,Thursday,Period 7 (US),US Classroom 406
112010-30,Monday,Period 4 (US),US Classroom 301
112010-30,Tuesday,Period 7 (US),US Classroom 301
112010-30,Wednesday,Period 9 (US),US Classroom 301
112010-30,Thursday,Period 8 (US),US Classroom 301
112010-35,Monday,Period 4 (US),US Classroom 304
112010-35,Tuesday,Period 7 (US),US Classroom 601
112010-35,Wednesday,Period 9 (US),US Classroom 306
112010-35,Thursday,Period 8 (US),US Classroom 305
112500-40,Monday,Period 1 (US),US Classroom 201 Beit Midrash
112500-40,Wednesday,Period 1 (US),US SC-Seminar
112500-40,Friday,Period 6 (US),US Classroom 201 Beit Midrash
112540-40,Monday,Period 1 (US),US Classroom 501
112540-40,Wednesday,Period 1 (US),US Classroom 501
112540-40,Thursday,Period 5 (US),US Classroom 501
112540-40,Friday,Period 6 (US),US Classroom 501
112591-40,Monday,Period 1 (US),US Classroom 406
112591-40,Wednesday,Period 1 (US),US Classroom 406
112591-40,Thursday,Period 5 (US),US Classroom 406
112591-40,Friday,Period 6 (US),US Classroom 406
113021-10,Monday,Period 9 (US),US 4th Flr Conference Room
113021-10,Tuesday,Period 1 (US),US 4th Flr Conference Room
113021-10,Wednesday,Period 3 (US),US 4th Flr Conference Room
113021-10,Thursday,Period 9 (US),US 4th Flr Conference Room
113024-40,Monday,Period 1 (US),US 4th Flr Conference Room
113024-40,Wednesday,Period 1 (US),US 4th Flr Conference Room
113024-40,Thursday,Period 5 (US),US 4th Flr Conference Room
113032-10,Wednesday,Period 10 (US),US 4th Flr Conference Room
113034-40,Wednesday,Period 1 (US),US Classroom 507
113034-40,Thursday,Period 5 (US),US Classroom 507
113034-40,Friday,Period 6 (US),US 4th Flr Conference Room
113043-40,Monday,Period 1 (US),US Classroom 506
113043-40,Wednesday,Period 1 (US),US Classroom 304
113043-40,Friday,Period 6 (US),US Classroom 506
113044-20,Tuesday,Period 2 (US),US Classroom 306
113044-20,Wednesday,Period 7 (US),US Classroom 306
113044-20,Thursday,Period 7 (US),US Classroom 306
114010-10,Monday,Period 2 (US),US Classroom 507
114010-10,Tuesday,Period 5 (US),US Classroom 302
114010-10,Wednesday,Period 4 (US),US Classroom 302
114010-10,Thursday,Period 2 (US),US Classroom 606 Math
114010-10,Friday,Period 2 (US),US Classroom 603 Math
114010-20,Monday,Period 8 (US),US SC-Seminar
114010-20,Tuesday,Period 9 (US),US SC-Seminar
114010-20,Wednesday,Period 10 (US),US SC-Seminar
114010-20,Thursday,Period 4 (US),US SC-Seminar
114010-20,Friday,Period 5 (US),US SC-Seminar
114012-10,Monday,Period 2 (US),US SC-Seminar
114012-10,Tuesday,Period 5 (US),US Classroom 606 Math
114012-10,Wednesday,Period 4 (US),US SC-Seminar
114012-10,Thursday,Period 2 (US),US SC-Seminar
114012-10,Friday,Period 2 (US),US SC-Seminar
114012-20,Monday,Period 8 (US),US Classroom 303 Math
114012-20,Tuesday,Period 9 (US),US Classroom 303 Math
114012-20,Wednesday,Period 10 (US),US Classroom 303 Math
114012-20,Thursday,Period 4 (US),US Classroom 303 Math
114012-20,Friday,Period 5 (US),US Classroom 303 Math
114014-10,Monday,Period 2 (US),US Classroom 303 Math
114014-10,Tuesday,Period 5 (US),US Classroom 303 Math
114014-10,Wednesday,Period 4 (US),US Classroom 303 Math
114014-10,Thursday,Period 2 (US),US Classroom 303 Math
114014-10,Friday,Period 2 (US),US Classroom 303 Math
114020-20,Monday,Period 8 (US),US Classroom 603 Math
114020-20,Tuesday,Period 9 (US),US Classroom 603 Math
114020-20,Wednesday,Period 10 (US),US Classroom 603 Math
114020-20,Thursday,Period 4 (US),US Classroom 603 Math
114020-20,Friday,Period 5 (US),US Classroom 603 Math
114021-10,Monday,Period 2 (US),US Classroom 503 Chem Lab
114021-10,Tuesday,Period 5 (US),US SC-Seminar
114021-10,Wednesday,Period 4 (US),US Classroom 304
114021-10,Thursday,Period 2 (US),US Classroom 406
114021-10,Friday,Period 2 (US),US Classroom 304
