SECTION_ID,WEEKDAY_NAME,BLOCK_NAME,ROOM
115001-20,Monday,Period 10 (US),US Classroom 502 Phys Lab
115001-20,Tuesday,Period 2 (US),US Classroom 502 Phys Lab
115001-20,Wednesday,Period 7 (US),US Classroom 502 Phys Lab
115001-20,Thursday,Period 7 (US),US Classroom 502 Phys Lab
115001-30,Monday,Period 4 (US),US Classroom 502 Phys Lab
115001-30,Tuesday,Period 7 (US),US Classroom 502 Phys Lab
115001-30,Wednesday,Period 9 (US),US Classroom 502 Phys Lab
115001-30,Thursday,Period 8 (US),US Classroom 502 Phys Lab
115002-10,Monday,Period 9 (US),US Classroom 506
115002-10,Tuesday,Period 1 (US),US Classroom 507
115002-10,Wednesday,Period 3 (US),US Classroom 506
115002-10,Thursday,Period 9 (US),US Classroom 501
115002-40,Monday,Period 1 (US),US Classroom 502 Phys Lab
115002-40,Wednesday,Period 1 (US),US Classroom 502 Phys Lab
115002-40,Thursday,Period 5 (US),US Classroom 502 Phys Lab
115002-40,Friday,Period 6 (US),US Classroom 502 Phys Lab
115003-30,Monday,Period 4 (US),US Classroom 506
115003-30,Tuesday,Period 7 (US),US Classroom 501
115003-30,Wednesday,Period 9 (US),US Classroom 503 Chem Lab
115003-30,Thursday,Period 8 (US),US Classroom 507
115004-10,Monday,Period 9 (US),US Classroom 502 Phys Lab
115004-10,Tuesday,Period 1 (US),US Classroom 502 Phys Lab
115004-10,Wednesday,Period 3 (US),US Classroom 502 Phys Lab
115004-10,Thursday,Period 9 (US),US Classroom 502 Phys Lab
115405-10,Tuesday,Period 5 (US),US Classroom 703
115405-10,Friday,Period 2 (US),US Classroom 703
115405-20,Monday,Period 8 (US),US Classroom 703
115405-20,Thursday,Period 4 (US),US Classroom 703
115405-25,Tuesday,Period 9 (US),US Classroom 703
115405-25,Friday,Period 5 (US),US Classroom 703
115406-10,Monday,Period 2 (US),US Classroom 704 Computer
115406-10,Thursday,Period 2 (US),US Classroom 704 Computer
115406-20,Tuesday,Period 9 (US),US Classroom 704 Computer
115406-20,Friday,Period 5 (US),US Classroom 704 Computer
115615-10,Monday,Period 9 (US),US Classroom 501
115615-10,Tuesday,Period 1 (US),US Classroom 602
115615-10,Wednesday,Period 3 (US),US SC-Seminar
115615-10,Thursday,Period 9 (US),US Classroom 506
116001-10,Monday,Period 7 (US),US Classroom 601
116001-10,Wednesday,Period 8 (US),US Classroom 306
116001-10,Thursday,Period 1 (US),US Classroom 303 Math
116001-10,Friday,Period 3 (US),US Classroom 301
116002-10,Monday,Period 7 (US),US Classroom 305
116002-10,Wednesday,Period 8 (US),US Classroom 305
116002-10,Thursday,Period 1 (US),US Classroom 602
116002-10,Friday,Period 3 (US),US Classroom 602
116002-20,Monday,Period 7 (US),US Classroom 401
116002-20,Wednesday,Period 8 (US),US Classroom 401
116002-20,Thursday,Period 1 (US),US Classroom 401
116002-20,Friday,Period 3 (US),US Classroom 401
116416-10,Monday,Period 3 (US),US Classroom 303 Math
116416-10,Tuesday,Period 3 (US),US Classroom 506
116416-10,Wednesday,Period 2 (US),US Classroom 602
116416-10,Thursday,Period 3 (US),US Classroom 306
116416-10,Friday,Period 4 (US),US Classroom 401
116417-10,Monday,Period 3 (US),US Classroom 307
116417-10,Tuesday,Period 3 (US),US Classroom 507
116417-10,Wednesday,Period 2 (US),US Classroom 302
116417-10,Thursday,Period 3 (US),US Classroom 602
116417-10,Friday,Period 4 (US),US Classroom 302
117000-10,Monday,Period 5 (US),US Library
117000-10,Monday,Period 8 (US),US Library
117000-10,Tuesday,Period 4 (US),US Library
117000-10,Tuesday,Period 8 (US),US Library
117000-10,Wednesday,Period 5 (US),US Library
117000-10,Thursday,Period 4 (US),US Library
117000-10,Thursday,Period 10 (US),US Library
117000-10,Friday,Period 1 (US),US Library
117001-10,Monday,Period 5 (US),US Classroom 302
117001-10,Tuesday,Period 4 (US),US Classroom 302
117001-10,Tuesday,Period 8 (US),US Classroom 302
117001-10,Wednesday,Period 5 (US),US Classroom 302
117001-10,Thursday,Period 10 (US),US Classroom 302
117001-10,Friday,Period 1 (US),US Classroom 302
117012-10,Monday,Period 5 (US),US Classroom 601
117012-10,Tuesday,Period 4 (US),US Classroom 303 Math
117012-10,Tuesday,Period 8 (US),US Classroom 507
117012-10,Wednesday,Period 5 (US),US Classroom 603 Math
117012-10,Thursday,Period 10 (US),US Classroom 305
117012-10,Friday,Period 1 (US),US Classroom 602
117012-20,Monday,Period 5 (US),US Classroom 602
117012-20,Tuesday,Period 4 (US),US Classroom 306
117012-20,Tuesday,Period 8 (US),US Classroom 501
117012-20,Wednesday,Period 5 (US),US Classroom 305
117012-20,Thursday,Period 10 (US),US Classroom 506
117012-20,Friday,Period 1 (US),US Classroom 603 Math
117023-10,Monday,Period 7 (US),US Classroom 704 Computer
117023-10,Tuesday,Period 10 (US),US Classroom 306
117023-10,Wednesday,Period 8 (US),US Classroom 307
117023-10,Thursday,Period 1 (US),US Classroom 603 Math
117023-10,Friday,Period 3 (US),US Classroom 502 Phys Lab
117023-20,Monday,Period 7 (US),US Classroom 702 Music
117023-20,Tuesday,Period 10 (US),US Classroom 302
117023-20,Wednesday,Period 8 (US),US Classroom 302
117023-20,Thursday,Period 1 (US),US Classroom 302
117023-20,Friday,Period 3 (US),US Classroom 302
118013-10,Monday,Period 3 (US),US Classroom 604
118013-10,Tuesday,Period 10 (US),US Classroom 604
118013-10,Friday,Period 4 (US),US Classroom 303 Math
118013-20,Monday,Period 3 (US),US Classroom 503 Chem Lab
118013-20,Tuesday,Period 10 (US),US Classroom 506
118013-20,Friday,Period 4 (US),US Classroom 506
118013-30,Monday,Period 3 (US),US Classroom 504 Bio Lab
118013-30,Tuesday,Period 10 (US),US Classroom 305
118013-30,Friday,Period 4 (US),US Classroom 507
118013-40,Tuesday,Period 4 (US),US Classroom 305
118013-40,Wednesday,Period 5 (US),US Classroom 306
118013-40,Thursday,Period 10 (US),US Classroom 507
118013-50,Tuesday,Period 4 (US),US Classroom 601
118013-50,Wednesday,Period 5 (US),US Classroom 601
118013-50,Thursday,Period 10 (US),US Classroom 601
118020-10,Monday,Period 8 (US),US Library
118020-10,Thursday,Period 4 (US),US Library
119001-10,Tuesday,Period 3 (US),US Classroom 304
119001-10,Wednesday,Period 2 (US),US Classroom 304
119001-10,Thursday,Period 3 (US),US Classroom 304
119001-20,Tuesday,Period 3 (US),US Classroom 406
119001-20,Wednesday,Period 2 (US),US Classroom 401
119001-20,Thursday,Period 3 (US),US Classroom 406
119002-10,Tuesday,Period 3 (US),US Classroom 602
119002-10,Wednesday,Period 2 (US),US Classroom 703
119002-10,Thursday,Period 3 (US),US Classroom 401
119003-40,Monday,Period 5 (US),US Classroom 301
119003-40,Tuesday,Period 8 (US),US Classroom 702 Music
119003-40,Friday,Period 1 (US),US Classroom 703
119003-50,Monday,Period 5 (US),US Classroom 401
119003-50,Tuesday,Period 8 (US),US Classroom 201 Beit Midrash
119003-50,Friday,Period 1 (US),US Classroom 401
119014-10,Monday,Period 5 (US),US Classroom 406
119014-10,Tuesday,Period 8 (US),US Classroom 301
119014-10,Friday,Period 1 (US),US Classroom 201 Beit Midrash
120101-10,Monday,Period 3 (US),US Classroom 705 Art
120101-10,Monday,Period 10 (US),US Classroom 705 Art
120101-10,Tuesday,Period 10 (US),US Classroom 705 Art
120101-10,Wednesday,Period 9 (US),US Classroom 705 Art
120101-10,Thursday,Period 8 (US),US Classroom 705 Art
120211-10,Monday,Period 3 (US),US Classroom 702 Music
120211-10,Tuesday,Period 10 (US),US Classroom 702 Music
120211-10,Wednesday,Period 9 (US),US Classroom 702 Music
120211-10,Thursday,Period 8 (US),US Classroom 702 Music
120211-10,Friday,Period 3 (US),US Classroom 601
120223-10,Monday,Period 3 (US),US Classroom 703
120223-10,Tuesday,Period 10 (US),US Classroom 703
120223-10,Wednesday,Period 9 (US),US Classroom 703
120223-10,Thursday,Period 8 (US),US Classroom 703
120422-10,Monday,Period 2 (US),US Classroom 703
120422-10,Tuesday,Period 4 (US),US Classroom 703
120422-10,Wednesday,Period 10 (US),US Classroom 703
120422-10,Thursday,Period 2 (US),US Classroom 703
121003-10,Monday,Period 6 (US),US Classroom 602
121003-10,Tuesday,Period 3 (US),US Classroom 201 Beit Midrash
121003-10,Wednesday,Period 4 (US),US Classroom 201 Beit Midrash
121003-10,Friday,Period 4 (US),US Classroom 201 Beit Midrash
121018-10,Tuesday,Period 5 (US),US Classroom 307
121018-10,Wednesday,Period 5 (US),US Classroom 307
121018-10,Thursday,Period 3 (US),US Classroom 307
121018-10,Friday,Period 5 (US),US Classroom 307
121032-10,Monday,Period 3 (US),US Classroom 302
121032-10,Tuesday,Period 10 (US),US Classroom 303 Math
121032-10,Wednesday,Period 9 (US),US Classroom 303 Math
121032-10,Thursday,Period 8 (US),US Classroom 303 Math
121053-10,Monday,Period 2 (US),US Classroom 201 Beit Midrash
121053-10,Tuesday,Period 6 (US),US Classroom 602
121053-10,Wednesday,Period 10 (US),US Classroom 201 Beit Midrash
121053-10,Thursday,Period 2 (US),US Classroom 201 Beit Midrash
121082-10,Monday,Period 8 (US),US Classroom 602
121082-10,Tuesday,Period 9 (US),US Classroom 307
121082-10,Wednesday,Period 8 (US),US Classroom 507
121082-10,Thursday,Period 1 (US),US Classroom 305
121083-10,Monday,Period 6 (US),US Classroom 603 Math
121083-10,Tuesday,Period 3 (US),US Classroom 401
121083-10,Wednesday,Period 4 (US),US Classroom 604
121083-10,Friday,Period 4 (US),US Classroom 604
122010-10,Monday,Period 5 (US),US Classroom 606 Math
122010-10,Tuesday,Period 3 (US),US Classroom 606 Math
122010-10,Wednesday,Period 4 (US),US Classroom 606 Math
122010-10,Friday,Period 4 (US),US Classroom 406
122014-10,Monday,Period 8 (US),US Classroom 301
122014-10,Tuesday,Period 9 (US),US Classroom 301
122014-10,Wednesday,Period 8 (US),US Classroom 301
122014-10,Thursday,Period 1 (US),US Classroom 301
122029-10,Monday,Period 8 (US),US Classroom 604
122029-10,Tuesday,Period 9 (US),US Classroom 604
122029-10,Wednesday,Period 8 (US),US Classroom 604
122029-10,Thursday,Period 1 (US),US Classroom 604
122042-10,Tuesday,Period 5 (US),US Classroom 501
122042-10,Wednesday,Period 5 (US),US Classroom 501
122042-10,Thursday,Period 3 (US),US Classroom 501
122042-10,Friday,Period 5 (US),US Classroom 501
122045-10,Monday,Period 5 (US),US Classroom 501
122045-10,Tuesday,Period 3 (US),US Classroom 501
122045-10,Wednesday,Period 4 (US),US Classroom 501
122045-10,Friday,Period 4 (US),US Classroom 501
122046-10,Tuesday,Period 5 (US),US Classroom 604
122046-10,Wednesday,Period 5 (US),US Classroom 604
122046-10,Thursday,Period 4 (US),US Classroom 604
122046-10,Friday,Period 5 (US),US Classroom 604
122050-10,Monday,Period 2 (US),US Classroom 202 Beit Knesset
122050-10,Tuesday,Period 4 (US),US Classroom 705 Art
122050-10,Wednesday,Period 10 (US),US Classroom 705 Art
122050-10,Thursday,Period 2 (US),US Classroom 202 Beit Knesset
122053-10,Monday,Period 2 (US),US Classroom 506
122053-10,Tuesday,Period 4 (US),US Classroom 603 Math
122053-10,Wednesday,Period 10 (US),US Classroom 502 Phys Lab
122053-10,Thursday,Period 2 (US),US Classroom 601
122054-10,Monday,Period 8 (US),US Classroom 501
122054-10,Tuesday,Period 9 (US),US Classroom 501
122054-10,Wednesday,Period 8 (US),US Classroom 501
122054-10,Thursday,Period 1 (US),US Classroom 501
123001-10,Monday,Period 3 (US),US Classroom 507
123001-10,Wednesday,Period 9 (US),US 4th Flr Conference Room
123001-10,Thursday,Period 8 (US),US 4th Flr Conference Room
123001-10,Friday,Period 3 (US),US Classroom 507
123002-10,Monday,Period 3 (US),US Classroom 506
123002-10,Wednesday,Period 9 (US),US Classroom 506
123002-10,Thursday,Period 8 (US),US Classroom 506
123002-10,Friday,Period 3 (US),US Classroom 506
123100-10,Monday,Period 2 (US),US Library
123100-10,Tuesday,Period 4 (US),US Classroom 506
123100-10,Wednesday,Period 10 (US),US Classroom 506
123100-10,Thursday,Period 2 (US),US Classroom 506
123200-10,Monday,Period 2 (US),US 4th Flr Conference Room
123200-10,Tuesday,Period 4 (US),US Classroom 507
123200-10,Thursday,Period 2 (US),US 4th Flr Conference Room
124001-10,Monday,Period 7 (US),US Classroom 303 Math
124001-10,Tuesday,Period 8 (US),US Classroom 303 Math
124001-10,Wednesday,Period 2 (US),US Classroom 303 Math
124001-10,Thursday,Period 10 (US),US Classroom 303 Math
124001-10,Friday,Period 1 (US),US Classroom 303 Math
124002-10,Monday,Period 7 (US),US SC-Seminar
124002-10,Tuesday,Period 8 (US),US SC-Seminar
124002-10,Wednesday,Period 2 (US),US SC-Seminar
124002-10,Thursday,Period 10 (US),US SC-Seminar
124002-10,Friday,Period 1 (US),US SC-Seminar
124002-20,Monday,Period 7 (US),US Classroom 603 Math
124002-20,Tuesday,Period 8 (US),US Classroom 603 Math
124002-20,Wednesday,Period 2 (US),US Classroom 603 Math
124002-20,Thursday,Period 10 (US),US Classroom 603 Math
124002-20,Friday,Period 1 (US),US Classroom 604
124013-10,Monday,Period 8 (US),US Classroom 606 Math
124013-10,Tuesday,Period 9 (US),US Classroom 606 Math
124013-10,Wednesday,Period 8 (US),US Classroom 606 Math
124013-10,Thursday,Period 1 (US),US Classroom 606 Math
124015-10,Monday,Period 7 (US),US Classroom 502 Phys Lab
124015-10,Tuesday,Period 8 (US),US Classroom 502 Phys Lab
124015-10,Wednesday,Period 2 (US),US Classroom 502 Phys Lab
124015-10,Thursday,Period 10 (US),US Classroom 502 Phys Lab
124015-10,Friday,Period 1 (US),US Classroom 502 Phys Lab
124019-10,Monday,Period 7 (US),US Classroom 307
124019-10,Tuesday,Period 8 (US),US Classroom 401
124019-10,Wednesday,Period 2 (US),US Classroom 305
124019-10,Thursday,Period 10 (US),US Classroom 304
124019-10,Friday,Period 1 (US),US Classroom 304
124020-10,Monday,Period 7 (US),US Classroom 406
124020-10,Tuesday,Period 8 (US),US Classroom 606 Math
124020-10,Wednesday,Period 2 (US),US Classroom 606 Math
124020-10,Thursday,Period 10 (US),US Classroom 606 Math
124020-10,Friday,Period 1 (US),US Classroom 606 Math
124026-10,Monday,Period 7 (US),US Classroom 606 Math
124026-10,Tuesday,Period 8 (US),US Classroom 406
124026-10,Wednesday,Period 2 (US),US Classroom 406
124026-10,Thursday,Period 10 (US),US Classroom 406
124026-10,Friday,Period 1 (US),US Classroom 406
125001-10,Tuesday,Period 5 (US),US Classroom 502 Phys Lab
125001-10,Wednesday,Period 5 (US),US Classroom 502 Phys Lab
125001-10,Thursday,Period 3 (US),US Classroom 502 Phys Lab
125001-10,Thursday,Period 4 (US),US Classroom 502 Phys Lab
125001-10,Friday,Period 5 (US),US Classroom 502 Phys Lab
125002-10,Tuesday,Period 5 (US),US Classroom 503 Chem Lab
125002-10,Wednesday,Period 5 (US),US Classroom 503 Chem Lab
125002-10,Thursday,Period 3 (US),US Classroom 503 Chem Lab
125002-10,Thursday,Period 4 (US),US Classroom 503 Chem Lab
125002-10,Friday,Period 5 (US),US Classroom 503 Chem Lab
125003-10,Tuesday,Period 5 (US),US Classroom 504 Bio Lab
125003-10,Wednesday,Period 5 (US),US Classroom 504 Bio Lab
125003-10,Thursday,Period 3 (US),US Classroom 504 Bio Lab
125003-10,Thursday,Period 4 (US),US Classroom 504 Bio Lab
125003-10,Friday,Period 5 (US),US Classroom 504 Bio Lab
125006-10,Monday,Period 7 (US),US Classroom 505 Projects Room
125006-10,Tuesday,Period 8 (US),US Classroom 505 Projects Room
125006-10,Wednesday,Period 2 (US),US Classroom 505 Projects Room
125006-10,Thursday,Period 3 (US),US Classroom 505 Projects Room
125006-10,Friday,Period 1 (US),US Classroom 505 Projects Room
125012-10,Tuesday,Period 5 (US),US Classroom 506
125012-10,Wednesday,Period 5 (US),US Classroom 506
125012-10,Thursday,Period 4 (US),US Classroom 506
125012-10,Friday,Period 5 (US),US Classroom 506
125014-10,Monday,Period 2 (US),US Classroom 603 Math
125014-10,Tuesday,Period 4 (US),US Classroom 501
125014-10,Wednesday,Period 10 (US),US Classroom 401
125014-10,Thursday,Period 2 (US),US Classroom 401
125022-10,Tuesday,Period 5 (US),US Classroom 504 Bio Lab
125022-10,Wednesday,Period 5 (US),US Classroom 504 Bio Lab
125022-10,Thursday,Period 3 (US),US Classroom 504 Bio Lab
125022-10,Thursday,Period 4 (US),US Classroom 504 Bio Lab
125022-10,Friday,Period 5 (US),US Classroom 504 Bio Lab
125023-10,Monday,Period 5 (US),US Classroom 502 Phys Lab
125023-10,Tuesday,Period 3 (US),US Classroom 502 Phys Lab
125023-10,Wednesday,Period 4 (US),US Classroom 502 Phys Lab
125023-10,Friday,Period 4 (US),US Classroom 502 Phys Lab
125086-10,Monday,Period 8 (US),US Classroom 504 Bio Lab
125086-10,Tuesday,Period 9 (US),US Classroom 504 Bio Lab
125086-10,Wednesday,Period 8 (US),US Classroom 504 Bio Lab
125086-10,Thursday,Period 1 (US),US Classroom 504 Bio Lab
126011-10,Monday,Period 4 (US),US Classroom 303 Math
126011-10,Tuesday,Period 1 (US),US Classroom 703
126011-10,Wednesday,Period 7 (US),US Classroom 305
126011-10,Thursday,Period 7 (US),US Classroom 507
126011-15,Monday,Period 4 (US),US Classroom 603 Math
126011-15,Tuesday,Period 1 (US),US Classroom 201 Beit Midrash
126011-15,Wednesday,Period 7 (US),US Classroom 201 Beit Midrash
126011-15,Thursday,Period 7 (US),US Classroom 201 Beit Midrash
126040-10,Monday,Period 9 (US),US Classroom 601
126040-10,Wednesday,Period 3 (US),US Classroom 601
126040-10,Thursday,Period 9 (US),US Classroom 601
126040-10,Friday,Period 2 (US),US Classroom 601
126524-10,Monday,Period 9 (US),US Classroom 401
126524-10,Wednesday,Period 3 (US),US Classroom 401
126524-10,Thursday,Period 9 (US),US Classroom 401
126524-10,Friday,Period 2 (US),US Classroom 401
126569-10,Monday,Period 9 (US),US Classroom 305
126569-10,Wednesday,Period 3 (US),US Classroom 305
126569-10,Thursday,Period 9 (US),US Classroom 305
126569-10,Friday,Period 2 (US),US Classroom 305
126963-10,Monday,Period 4 (US),US Classroom 302
126963-10,Tuesday,Period 1 (US),US Classroom 302
126963-10,Wednesday,Period 7 (US),US Classroom 302
126963-10,Thursday,Period 7 (US),US Classroom 302
127001-10,Monday,Period 3 (US),US Library
127001-10,Tuesday,Period 10 (US),US Library
127001-10,Wednesday,Period 9 (US),US Library
127001-10,Thursday,Period 8 (US),US Library
127001-10,Friday,Period 3 (US),US Library
127011-10,Monday,Period 1 (US),US Classroom 606 Math
127011-10,Tuesday,Period 2 (US),US Classroom 401
127011-10,Wednesday,Period 1 (US),US Classroom 401
127011-10,Thursday,Period 5 (US),US Classroom 401
127011-10,Friday,Period 6 (US),US Classroom 604
127020-10,Monday,Period 1 (US),US Classroom 401
127020-10,Tuesday,Period 2 (US),US Classroom 302
127020-10,Wednesday,Period 1 (US),US Classroom 201 Beit Midrash
127020-10,Thursday,Period 5 (US),US Classroom 305
127020-10,Friday,Period 6 (US),US Classroom 305
128025-10,Monday,Period 4 (US),US Classroom 601
128025-10,Tuesday,Period 1 (US),US Classroom 601
128025-10,Wednesday,Period 7 (US),US Classroom 601
128025-10,Thursday,Period 7 (US),US Classroom 601
128029-10,Monday,Period 4 (US),US Classroom 606 Math
128029-10,Tuesday,Period 1 (US),US Classroom 606 Math
128029-10,Wednesday,Period 7 (US),US Classroom 602
128029-10,Thursday,Period 7 (US),US Classroom 602
128032-10,Monday,Period 9 (US),US Classroom 406
128032-10,Wednesday,Period 3 (US),US Classroom 406
128032-10,Thursday,Period 9 (US),US Classroom 406
128032-10,Friday,Period 2 (US),US Classroom 301
128036-10,Monday,Period 1 (US),US Classroom 306
128036-10,Wednesday,Period 1 (US),US Classroom 301
128036-10,Thursday,Period 5 (US),US Classroom 603 Math
128036-10,Friday,Period 6 (US),US Classroom 603 Math
128037-10,Monday,Period 9 (US),US Classroom 201 Beit Midrash
128037-10,Wednesday,Period 3 (US),US Classroom 201 Beit Midrash
128037-10,Thursday,Period 9 (US),US Classroom 201 Beit Midrash
128037-10,Friday,Period 2 (US),US Classroom 306
128052-10,Monday,Period 1 (US),US Classroom 601
128052-10,Wednesday,Period 1 (US),US Classroom 601
128052-10,Thursday,Period 5 (US),US Classroom 601
128052-10,Friday,Period 6 (US),US Classroom 601
128056-10,Monday,Period 1 (US),US Classroom 302
128056-10,Wednesday,Period 1 (US),US Classroom 302
128056-10,Thursday,Period 5 (US),US Classroom 606 Math
128056-10,Friday,Period 6 (US),US Classroom 302
128623-10,Monday,Period 3 (US),US Classroom 606 Math
128623-10,Tuesday,Period 10 (US),US Classroom 606 Math
128623-10,Wednesday,Period 9 (US),US Classroom 604
128623-10,Thursday,Period 8 (US),US Classroom 401
129024-10,Monday,Period 3 (US),US Classroom 406
129024-10,Tuesday,Period 10 (US),US Classroom 406
129024-10,Wednesday,Period 9 (US),US Classroom 406
129024-10,Thursday,Period 8 (US),US Classroom 406
129024-10,Friday,Period 3 (US),US Classroom 406
129033-10,Monday,Period 2 (US),US Classroom 304
129033-10,Tuesday,Period 4 (US),US Classroom 304
129033-10,Wednesday,Period 10 (US),US Classroom 304
129033-10,Thursday,Period 2 (US),US Classroom 304
CADV12-1,Tuesday,Period 7 (US),US Classroom 406
CADV12-2,Tuesday,Period 7 (US),US Classroom 604
CADV12-3,Tuesday,Period 7 (US),US Classroom 302
CADV12-4,Tuesday,Period 7 (US),US Classroom 304
CHEMQUIZ-10,Friday,Period 4 (US),US Classroom 301
CHEMQUIZ-20,Friday,Period 4 (US),US Classroom 601
CHEMQUIZ-30,Friday,Period 4 (US),US Classroom 602
CHEMQUIZ-40,Friday,Period 5 (US),US Classroom 301
CHEMQUIZ-50,Friday,Period 5 (US),US Classroom 601
CHEMQUIZ-60,Friday,Period 5 (US),US Classroom 602